beneficiary_id,full_name_beneficiary,father_or_husband_name,gender_beneficiary,date_of_birth_beneficiary,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean_beneficiary,status_clean,date_of_birth_clean_beneficiary,dob_parse_failed_beneficiary,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing_beneficiary,is_duplicate_row,data_quality_flags_beneficiary,national_id_no,full_name_national,gender_national,date_of_birth_national,address,id_issue_date,id_status,linked_beneficiary_id,gender_clean_national,date_of_birth_clean_national,dob_parse_failed_national,id_issue_date_clean,issue_date_parse_failed,address_missing_national,id_status_missing,no_linked_beneficiary,data_quality_flags_national,cnic_mismatch_flag
BEN-004195,Kimberly Morgan,William Jones,Female,2002-06-03,65340-8976678-3,0302-2548565,Divorced,7,25000.0,59953 Perez Road,Peshawar,Khyber Pakhtunkhwa,PK7632878221381103,Cash Transfer Program,2025-11-22,NGO Referral,Active,Female,Active,2002-06-03,False,2025-11-22,False,25000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-004196,Kayla Yang,John Schroeder,FEMALE,1955-02-19,43202-8332680-0,0320-8660603,Single,9,12000.0,0332 Martin Shore,Quetta,Balochistan,PK1540919927814230,Widow & Orphan Support Program,2021-12-22,In-Person Center,Inactive,Female,Inactive,1955-02-19,False,2021-12-22,False,12000.0,False,False,False,False,,43202-8332680-0,Kayla Yang,Female,1955-02-19,"Balochistan, Quetta, 0332 Martin Shore",2022-12-28,Expired,BEN-004196,Female,1955-02-19,False,2022-12-28,False,False,False,False,,False
BEN-004197,Phyllis Gonzalez,Mr. Christopher Shaffer,Female,1999-07-01,09589-7224860-2,0302-5921250,Widowed,4,12000.0,112 Julie Causeway,Sukkur,Sindh,PK5733114335264608,Flood Relief Assistance,2020-11-17,Mobile Registration Van,Active,Female,Active,1999-07-01,False,2020-11-17,False,12000.0,False,False,False,False,,09589-7224860-2,Phyllis  Gonzalez,Female,01-07-1999,"112 Julie Causeway, Sukkur, Sindh",2013-01-15,Active,BEN-004197,Female,1999-07-01,False,2013-01-15,False,False,False,False,,False
BEN-004198,Eric Schaefer,Adam Krueger,Male,1994-06-06,06172-1886426-4,,Widowed,8,0.0,2162 Maurice Parks,Peshawar,Khyber Pakhtunkhwa,PK2608658088416860,Cash Transfer Program,2024-08-07,In-Person Center,Suspended,Male,Suspended,1994-06-06,False,2024-08-07,False,0.0,False,True,False,False,phone_missing,06172-1886426-4,Eric Schaefer,Male,1994-06-06,"2162 Maurice Parks, Peshawar, Khyber Pakhtunkhwa",2018-04-22,Expired,BEN-004198,Male,1994-06-06,False,2018-04-22,False,False,False,False,,False
BEN-004199,Robert Carlson,James Rodriguez,Male,1996-06-09,88062-5016985-0,0320-5992716,Married,4,15000.0,98940 Garcia Dale Apt. 913,Mardan,Khyber Pakhtunkhwa,PK2313105947976963,Flood Relief Assistance,2022-09-02,Mobile Registration Van,Active,Male,Active,1996-06-09,False,2022-09-02,False,15000.0,False,False,False,False,,88062-5016985-0,Robert Carlson,Male,1996-06-09,"98940 Garcia Dale Apt. 913, Mardan",2015-07-12,Active,BEN-004199,Male,1996-06-09,False,2015-07-12,False,False,False,False,,False
BEN-004200,Breanna Barnett,Joseph Patterson,Female,1969-12-08,23181-0368846-1,0345-6817227,Single,8,0.0,31311 Ricky Fords Apt. 186,Quetta,Balochistan,PK0565393427273648,Cash Transfer Program,2024-01-26,Online Portal,Suspended,Female,Suspended,1969-12-08,False,2024-01-26,False,0.0,False,False,False,False,,23181-0368846-1,Breanna BarneTt,Female,1969-12-08,"Balochistan, Quetta, 31311 Ricky Fords Apt. 186",2019-07-22,,BEN-004200,Female,1969-12-08,False,2019-07-22,False,False,True,False,id_status_missing,False
BEN-004201,Jodi Foster,Paul Burns,Female,2000-08-20,61182-5395603-7,0320-6827990,Widowed,2,5000.0,35079 Timothy Haven Suite 207,Hyderabad,Sindh,PK9933914103828343,Widow & Orphan Support Program,2024-03-18,Mobile Registration Van,Active,Female,Active,2000-08-20,False,2024-03-18,False,5000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-004202,Jennifer Wilson MD,Joseph Kelly,Female,1942-10-20,29468-2978650-8,0310-4959897,Married,3,25000.0,7432 Jo Court,Larkana,Sindh,PK9024636590528330,Disability Support Program,2023-10-13,Online Portal,Active,Female,Active,1942-10-20,False,2023-10-13,False,25000.0,False,False,False,False,,29468-2978650-8,Jennifer Wilson MD,Female,1942-10-20,"Sindh, Larkana, 7432 Jo Court",2025-07-25,Active,BEN-004202,Female,1942-10-20,False,2025-07-25,False,False,False,False,,False
BEN-004203,Paul Hernandez,Jason Mcclain,M,1953-03-30,62126-0606971-9,0345-1810188,Widowed,9,8000.0,1334 Omar Flat Apt. 923,Multan,Punjab,PK3235373863593560,Cash Transfer Program,2025-07-19,NGO Referral,Suspended,Male,Suspended,1953-03-30,False,2025-07-19,False,8000.0,False,False,False,False,,62126-0606971-9,  Paul Hernandez,Male,1953-03-30,"1334 Omar Flat Apt. 923, Multan, Punjab",2014-04-13,Active,BEN-004203,Male,1953-03-30,False,2014-04-13,False,False,False,False,,False
BEN-004204,Matthew  Martin,Richard Kelly,Male,1963-03-15,70100-2980424-2,0302-0425497,Single,3,12000.0,729 Patricia Estate Apt. 221,  Gwadar,Balochistan,PK9158460193936126,Disability Support Program,2024-03-11,Online Portal,Active,Male,Active,1963-03-15,False,2024-03-11,False,12000.0,False,False,False,False,,70100-2980424-2,Matthew Martni,Male,1963-03-15,"Balochistan, Gwadar, 729 Patricia Estate Apt. 221",2024-10-23,Expired,BEN-004204,Male,1963-03-15,False,2024-10-23,False,False,False,False,,False
BEN-004205,Jesse Morris,Zachary Guzman,Male,10/11/1955,19609-6174904-1,0303-8546130,Widowed,2,15000.0,90073 Smith Inlet,Sibi  ,Balochistan,PK3479128646890861,Cash Transfer Program,2019-05-15,Mobile Registration Van,Active,Male,Active,1955-11-10,False,2019-05-15,False,15000.0,False,False,False,False,,19609-6174904-1,Jesse Morris,Male,10-11-1955,"Balochistan, Sibi, 90073 Smith Inlet",2023-01-01,Active,BEN-004205,Male,1955-11-10,False,2023-01-01,False,False,False,False,,False
BEN-004206,Chad Barnes,James Casey,Male,1965-03-30,69578-8832160-3,0310-0637481,Divorced,2,0.0,5391 John Ville,Sibi,Balochistan,PK1418827237809185,Flood Relief Assistance,2025-05-02,In-Person Center,Active,Male,Active,1965-03-30,False,2025-05-02,False,0.0,False,False,False,False,,69578-8832160-3,Chad Barnes,Male,1965-03-30,"Balochistan, Sibi, 5391 John Ville",2021-04-23,Active,BEN-004206,Male,1965-03-30,False,2021-04-23,False,False,False,False,,False
BEN-004207,Ashley Mccullough,Zachary Fisher,Female,27/06/1973,36550-0958459-6,0300-8785660,Widowed,3,5000.0,216 Ellis Square Apt. 817,Gwadar,Balochistan,PK7596328212768664,Cash Transfer Program,2023-04-05,NGO Referral,Suspended,Female,Suspended,1973-06-27,False,2023-04-05,False,5000.0,False,False,False,False,,36550-0958459-6,Ashley Mccullough,Female,1973-06-27,"Balochistan, Gwadar, 216 Ellis Square Apt. 817",2015-12-19,Active,BEN-004207,Female,1973-06-27,False,2015-12-19,False,False,False,False,,False
BEN-004208,Scott English,Peter Knight,MALE,1951-12-25,04728-5345653-4,0303-2203776,Single,6,,277 Johnson Falls,Rawalpindi,Punjab,PK6564875433833940,Flood Relief Assistance,2024-10-08,Online Portal,Active,Male,Active,1951-12-25,False,2024-10-08,False,,True,False,False,False,income_flag,04728-5345653-4,SCOTT ENGLISH,Male,1951-12-25,"277 Johnson Falls, Rawalpindi",2025-04-29,Active,BEN-004208,Male,1951-12-25,False,2025-04-29,False,False,False,False,,False
BEN-004209,Chelsea Ramirez  ,Thomas Peters,Female,2007-07-10,54367-6355099-0,0333-0116206,Married,2,25000.0,16090 Kathryn Key,Swat,Khyber Pakhtunkhwa,PK8158821755381574,Flood Relief Assistance,2021-03-10,In-Person Center,Active,Female,Active,2007-07-10,False,2021-03-10,False,25000.0,False,False,False,False,,54367-6355099-0,Chelsea Ramirez,Female,2007-07-10,"Khyber Pakhtunkhwa, Swat, 16090 Kathryn Key",2025-08-04,Active,BEN-004209,Female,2007-07-10,False,2025-08-04,False,False,False,False,,False
BEN-004210,Jennifer Craig,Michael Peters,Female,1985-05-23,75427-0188827-6,0333-8077778,Divorced,9,5000.0,775 Susan Locks Suite 762,Faisalabad,Punjab,PK3083452232951310,Flood Relief Assistance,2024-04-27,NGO Referral,Active,Female,Active,1985-05-23,False,2024-04-27,False,5000.0,False,False,False,False,,75427-0188827-6,Jennifer  Craig,Female,23-05-1985,"775 Susan Locks Suite 762, Faisalabad, Punjab",2011-10-28,Active,BEN-004210,Female,1985-05-23,False,2011-10-28,False,False,False,False,,False
BEN-004211,Carolyn Smith,Eduardo Morrison,Female,1946-03-07,91839-9081060-5,0302-5201964,Single,9,15000.0,79761 Moore Lane,Peshawar,Khyber Pakhtunkhwa,PK8419065671003210,Flood Relief Assistance,2021-09-07,NGO Referral,ACTIVE,Female,Active,1946-03-07,False,2021-09-07,False,15000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-004212,Mindy  Johnson,James Morgan,Female,08/02/1996,99951-0381692-2,0320-9316298,Single,4,15000.0,42395 Adams Isle Apt. 268,Mardan,Khyber Pakhtunkhwa,PK0892664464136832,Widow & Orphan Support Program,2024-02-23,Online Portal,Active,Female,Active,1996-02-08,False,2024-02-23,False,15000.0,False,False,False,False,,99951-0381692-2,MINDY JOHNSON,Female,1996-02-08,"42395 Adams Isle Apt. 268, Mardan, Khyber Pakhtunkhwa",2021-10-09,Active,BEN-004212,Female,1996-02-08,False,2021-10-09,False,False,False,False,,False
BEN-004213,Patrick Henry,Christopher Willis,Male,16/07/2001,24629-5457169-8,0320-0178431,Widowed,1,0.0,91408 Peter Road Apt. 383,bahawalpur,Punjab,PK6529817706038224,Cash Transfer Program,2019-09-25,Mobile Registration Van,Active,Male,Active,2001-07-16,False,2019-09-25,False,0.0,False,False,False,False,,24629-5457169-8,Patrick Henyr,Male,2001-07-16,"91408 Peter Rd Apt. 383, Bahawalpur",2023-05-19,Active,BEN-004213,Male,2001-07-16,False,2023-05-19,False,False,False,False,,False
BEN-004214,Ian Harvey,James Wolfe,Male,1963-11-20,56602-7595109-9,0303-4887488,Widowed,4,12000.0,50897 Rachel Oval,Gwadar,Balochistan,PK7822933395877961,Disability Support Program,2023-03-15,In-Person Center,Active,Male,Active,1963-11-20,False,2023-03-15,False,12000.0,False,False,False,False,,56602-7595109-9,Ian arvey  ,Male,1963-11-20,"50897 Rachel Oval, Gwadar",2020-05-07,Active,BEN-004214,Male,1963-11-20,False,2020-05-07,False,False,False,False,,False
BEN-004215,  Gregory Morris,Sean Mooney,Male,1955-07-07,24775-6945417-5,0301-0174966,Divorced,2,20000.0,,Faisalabad,Punjab,PK8416453620730691,Elderly Pension Program,2025-04-06,In-Person Center,Active,Male,Active,1955-07-07,False,2025-04-06,False,20000.0,False,False,True,False,address_missing,24775-6945417-5,GREGORY MORRIS,Male,1955-07-07,"28194 Brett Ave, Faisalabad",2024-02-23,,BEN-004215,Male,1955-07-07,False,2024-02-23,False,False,True,False,id_status_missing,False
BEN-004216,Janice Craig,Joshua Long,Female,10/12/1970,79127-8728397-4,0301-6536910,Single,7,25000.0,028 Nicholas Groves Apt. 404,Larkana,Sindh,PK1168987930787535,Disability Support Program,2022-01-03,Online Portal,active,Female,Active,1970-12-10,False,2022-01-03,False,25000.0,False,False,False,False,,79127-8728397-4,Janice Craig,Female,1970-12-10,"Sindh, Larkana, 028 Nicholas Groves Apt. 404",2012-03-05,Active,BEN-004216,Female,1970-12-10,False,2012-03-05,False,False,False,False,,False
BEN-004217,JENNIFER MENDEZ,Timothy Gill,Female,1964-01-01,97421-4412590-5,0303-1508833,Divorced,9,5000.0,893 Nicholas Green Apt. 338,Larkana,Sindh,PK5158192492176333,Elderly Pension Program,2023-06-06,NGO Referral,Inactive,Female,Inactive,1964-01-01,False,2023-06-06,False,5000.0,False,False,False,False,,97421-4412590-5,Jennifer Mendez,Female,1964-01-01,"893 Nicholas Green Apt. 338, Larkana",2014-11-06,Active,BEN-004217,Female,1964-01-01,False,2014-11-06,False,False,False,False,,False
BEN-004218,Alisha Williams,Edwin Diaz,Female,1980-08-23,26257-7635914-8,0302-5556244,Widowed,6,25000.0,134 Lopez Rue,Rawalpindi,Punjab,PK1234354733091610,Widow & Orphan Support Program,2024-03-15,Online Portal,Inactive,Female,Inactive,1980-08-23,False,2024-03-15,False,25000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-004219,Alexander Spears,Daniel Anderson,Male,1998-02-27,05632-4598041-1,0302-9202703,Divorced,3,25000.0,1131 Newman Divide Suite 237,Gwadar,Balochistan,PK0594164488041962,Widow & Orphan Support Program,2022-11-06,Mobile Registration Van,Active,Male,Active,1998-02-27,False,2022-11-06,False,25000.0,False,False,False,False,,05632-4598041-1,Alexande rSpears,Male,1998-02-27,"1131 Newman Divide Suite 237, Gwadar",2025-01-22,Active,BEN-004219,Male,1998-02-27,False,2025-01-22,False,False,False,False,,False
BEN-004220,  Patricia Guerra,Richard Brown,Female,1990-09-23,68059-6568935-6,0333-7574369,Divorced,6,15000.0,47829 Shaw Villages,Sukkur,Sindh,PK0440455146025320,Elderly Pension Program,2022-10-09,NGO Referral,Suspended,Female,Suspended,1990-09-23,False,2022-10-09,False,15000.0,False,False,False,False,,68059-6568935-6,Patricia Guerra,Female,23-09-1990,"47829 Shaw Villages, Sukkur, Sindh",2013-07-16,Expired,BEN-004220,Female,1990-09-23,False,2013-07-16,False,False,False,False,,False
BEN-004221,Melanie Hill,Thomas Richardson Jr.,Female,13/05/1955,43281-1367503-7,0301-0056611,Married,1,8000.0,65602 Barnes Ferry,Swat,Khyber Pakhtunkhwa,PK9854920853215326,Flood Relief Assistance,2023-03-05,NGO Referral,Suspended,Female,Suspended,1955-05-13,False,2023-03-05,False,8000.0,False,False,False,False,,43281-1367503-7,Melanie Hill,Female,1955-05-13,"65602 Barnes Ferry, Swat, Khyber Pakhtunkhwa",2012-04-14,Active,BEN-004221,Female,1955-05-13,False,2012-04-14,False,False,False,False,,False
BEN-004222,Erika Cole,Christopher Lopez,F,1975-11-29,22173-0052970-7,0303-2193335,Single,8,20000.0,495 Lawrence Valleys,Quetta,Balochistan,PK4164429707545811,Flood Relief Assistance,2023-06-19,Mobile Registration Van,Active,Female,Active,1975-11-29,False,2023-06-19,False,20000.0,False,False,False,False,,22173-0052970-7,  Erika Cole,Female,1975-11-29,"495 Lawrence Valleys, Quetta",2019-04-10,Active,BEN-004222,Female,1975-11-29,False,2019-04-10,False,False,False,False,,False
BEN-004223,Jennifer Fisher DVM,William Moore,Female,1977-06-10,47009-8182494-6,,Divorced,2,,220 Andrew View Suite 272,Quetta,Balochistan,PK5822668907013496,Disability Support Program,2024-05-02,In-Person Center,Active,Female,Active,1977-06-10,False,2024-05-02,False,,True,True,False,False,"income_flag, phone_missing",47009-8182494-6,Jennifer Fisher DVM,Female,1977-06-10,"Balochistan, Quetta, 220 Andrew View Suite 272",2022-04-24,Active,BEN-004223,Female,1977-06-10,False,2022-04-24,False,False,False,False,,False
BEN-004224,Stacy Haley,Cole Cooper,FEMALE,1996-08-07,69713-9353885-7,0345-5043961,Single,2,25000.0,60485 Brenda View,Hyderabad,Sindh,PK1206784977687564,Widow & Orphan Support Program,2023-04-23,In-Person Center,Suspended,Female,Suspended,1996-08-07,False,2023-04-23,False,25000.0,False,False,False,False,,69713-9353885-7,Stacy Haley,Female,1996-08-07,"60485 Brenda View, Hyderabad",2025-05-23,Active,BEN-004224,Female,1996-08-07,False,2025-05-23,False,False,False,False,,False
BEN-004225,Thomas Weaver,Brett Cantu,Male,1997-07-05,10860-8881384-3,0301-0308683,Married,9,12000.0,99667 Long Mountain Suite 209,Abbottabad,Khyber Pakhtunkhwa,PK9281612738723392,Cash Transfer Program,2020-01-14,In-Person Center,Active,Male,Active,1997-07-05,False,2020-01-14,False,12000.0,False,False,False,False,,10860-8881384-3,Thomas Weaver,Male,1997-07-05,"99667 Long Mountain Suite 209, Abbottabad",2017-01-28,Active,BEN-004225,Male,1997-07-05,False,2017-01-28,False,False,False,False,,False
BEN-004226,Kimberly Taylor,Thomas Woods,Female,1942-05-07,48210-5669785-5,0345-7744351,Single,5,8000.0,566 Alex Key Apt. 799,  Quetta,Balochistan,PK1653906305313181,Cash Transfer Program,2021-09-16,In-Person Center,Inactive,Female,Inactive,1942-05-07,False,2021-09-16,False,8000.0,False,False,False,False,,58210-5669785-5,Kimberly Taylor,Female,1942-05-07,"566 Alex Key Apt. 799, Quetta",2018-02-27,Expired,BEN-004226,Female,1942-05-07,False,2018-02-27,False,False,False,False,,True
BEN-004227,Hannah Lopez,Joseph Chase,Female,1992-10-20,45325-6939070-1,0333-1280642,Single,6,0.0,244 Kyle Route Suite 488,Quetta,Balochistan,PK0562817288374440,Cash Transfer Program,2023-06-20,In-Person Center,active,Female,Active,1992-10-20,False,2023-06-20,False,0.0,False,False,False,False,,45325-6939070-1,Hannah Lopez,Female,1992-10-20,"244 Kyle Route Suite 488, Quetta",2013-05-11,Active,BEN-004227,Female,1992-10-20,False,2013-05-11,False,False,False,False,,False
BEN-004228,Samantha Sherman,Luke Gonzalez DDS,Female,1983-01-05,57994-8940922-0,,Single,3,5000.0,16729 Jared Hill Apt. 724,Quetta,Balochistan,PK1483885402140982,Flood Relief Assistance,2019-03-25,Mobile Registration Van,Active,Female,Active,1983-01-05,False,2019-03-25,False,5000.0,False,True,False,False,phone_missing,57994-8940922-0,samantha sherman,Female,1983-01-05,"16729 Jared Hill Apt. 724, Quetta",2018-03-18,Expired,BEN-004228,Female,1983-01-05,False,2018-03-18,False,False,False,False,,False
BEN-004229,Tony Mendez,Michael Day,Male,1985-08-06,20016-9859210-7,0302-6205211,Single,3,12000.0,004 Hannah Ferry,Gujranwala,Punjab,PK7154450277762086,Disability Support Program,2019-03-16,Mobile Registration Van,active,Male,Active,1985-08-06,False,2019-03-16,False,12000.0,False,False,False,False,,20016-9859210-7,Tony Mendez,Male,1985-08-06,"Punjab, Gujranwala, 004 Hannah Ferry",2025-04-17,Active,BEN-004229,Male,1985-08-06,False,2025-04-17,False,False,False,False,,False
BEN-004230,Martin Brown,Gary Cherry,M,1983-04-20,52772-9455345-9,0320-6639315,Single,7,12000.0,90614 Angel Coves,Multan,Punjab,PK0077846402727598,Flood Relief Assistance,2019-07-04,Online Portal,Inactive,Male,Inactive,1983-04-20,False,2019-07-04,False,12000.0,False,False,False,False,,52772-9455345-9,Martin Brown,Male,1983-04-20,"90614 Angel Coves, Multan, Punjab",2014-03-24,Active,BEN-004230,Male,1983-04-20,False,2014-03-24,False,False,False,False,,False
BEN-004231,William Rose,Harold Nelson,Male,1953-07-19,38217-8157967-7,,Divorced,3,25000.0,62120 Valerie Shoal Suite 630,Swat,Khyber Pakhtunkhwa,PK9170803979497061,Flood Relief Assistance,2019-05-21,Online Portal,Inactive,Male,Inactive,1953-07-19,False,2019-05-21,False,25000.0,False,True,False,False,phone_missing,38217-8157967-7,illiam Rose,Male,1953-07-19,"62120 Valerie Shoal Suite 630, Swat, Khyber Pakhtunkhwa",2019-10-27,Active,BEN-004231,Male,1953-07-19,False,2019-10-27,False,False,False,False,,False
BEN-004232,Richard Brooks,Ryan Adams,Male,1995-02-13,66819-8956392-6,0333-2239278,Divorced,8,,7566 Antonio Village Suite 821,Swat,Khyber Pakhtunkhwa,PK7031839997744823,Elderly Pension Program,2023-12-15,Mobile Registration Van,Active,Male,Active,1995-02-13,False,2023-12-15,False,,True,False,False,False,income_flag,,,,,,,,,,,,,,,,,,False
BEN-004233,Jim Nixon,Jerry Martinez,Male,1990-06-23,65993-8999164-0,0310-7930135,Widowed,2,0.0,03468 Tim Groves Apt. 188,Sukkur,Sindh,PK8560759484928450,Widow & Orphan Support Program,2019-12-16,In-Person Center,Inactive,Male,Inactive,1990-06-23,False,2019-12-16,False,0.0,False,False,False,False,,65993-8999164-0,Jim Nixon,Male,1990-06-23,"Sindh, Sukkur, 03468 Tim Groves Apt. 188",2020-09-03,Expired,BEN-004233,Male,1990-06-23,False,2020-09-03,False,False,False,False,,False
BEN-004234,Travis West,Robert Jenkins,Male,1966-10-03,94550-6720868-6,0303-6663727,Single,1,5000.0,3674 Gill Stravenue,Karachi,Sindh,PK5257136439464758,Cash Transfer Program,2023-03-14,NGO Referral,Active,Male,Active,1966-10-03,False,2023-03-14,False,5000.0,False,False,False,False,,94550-6720868-6,Travis West,Male,1966-10-03,"Sindh, Karachi, 3674 Gill Stravenue",2017-08-17,Active,BEN-004234,Male,1966-10-03,False,2017-08-17,False,False,False,False,,False
BEN-004235,John Moore,Nathan Duffy,Male,1958-08-11,19851-1493117-7,0302-8706104,Single,3,15000.0,2699 Michele Skyway,Quetta,Balochistan,PK9971651364634906,Elderly Pension Program,2025-01-27,Online Portal,Inactive,Male,Inactive,1958-08-11,False,2025-01-27,False,15000.0,False,False,False,False,,19851-1493117-7,John Moore,Male,11-08-1958,"2699 Michele Skyway, Quetta",2012-05-08,Active,BEN-004235,Male,1958-08-11,False,2012-05-08,False,False,False,False,,False
BEN-004236,Calvin Shaw,Andrew Johnson,Male,2001-11-09,67182-8349254-2,0333-1974728,Divorced,1,20000.0,97394 Ford Loop,Gujranwala,Punjab,PK5349199052579773,Disability Support Program,2019-02-14,In-Person Center,Inactive,Male,Inactive,2001-11-09,False,2019-02-14,False,20000.0,False,False,False,False,,67182-8349254-2,Calvin Shaw,Male,2001-11-09,"97394 Ford Loop, Gujranwala",2020-09-04,Expired,BEN-004236,Male,2001-11-09,False,2020-09-04,False,False,False,False,,False
BEN-004237,Jake Anderson,William Taylor,Male,1995-02-20,80830-2561419-1,0320-3953619,Married,2,20000.0,775 Peterson Station,rawalpindi,Punjab,PK2388195275811176,Widow & Orphan Support Program,2024-02-24,In-Person Center,Active,Male,Active,1995-02-20,False,2024-02-24,False,20000.0,False,False,False,False,,80830-2561419-1,Jake  Anderson,Male,22-02-1995,"775 Peterson Station, Rawalpindi",2016-04-26,Expired,BEN-004237,Male,1995-02-22,False,2016-04-26,False,False,False,False,,False
BEN-004238,Stacy Galloway,David Garrett,Female,1982-10-05,13116-5309264-3,0301-0704944,Widowed,7,5000.0,468 Nichols Mill,Multan,Punjab,PK0077342679422878,Elderly Pension Program,2024-08-26,Mobile Registration Van,Active,Female,Active,1982-10-05,False,2024-08-26,False,5000.0,False,False,False,False,,13116-5309264-3,Stacy GallowAy,Female,1982-10-05,"468 Nichols Mill, Multan, Punjab",2012-09-03,Active,BEN-004238,Female,1982-10-05,False,2012-09-03,False,False,False,False,,False
BEN-004239,Brittany Powell,Michael Johnson,Female,1941-08-16,84186-1267228-9,0301-1448261,Married,9,25000.0,,Faisalabad,Punjab,PK9307129474165600,Elderly Pension Program,2020-12-17,Online Portal,Active,Female,Active,1941-08-16,False,2020-12-17,False,25000.0,False,False,True,False,address_missing,84186-1267228-9,BRITTNY POWELL,Female,1941-08-16,"03036 Jill Mountains, Faisalabad, Punjab",2013-06-08,Active,BEN-004239,Female,1941-08-16,False,2013-06-08,False,False,False,False,,False
BEN-004240,Laura Edwards,Kevin Wallace,Female,1967-09-24,60180-1613931-5,,Married,7,25000.0,46387 Wayne Isle,Larkana,Sindh,PK2103848583638091,Disability Support Program,2023-06-28,NGO Referral,Suspended,Female,Suspended,1967-09-24,False,2023-06-28,False,25000.0,False,True,False,True,"phone_missing, is_duplicate_row",60180-1613931-5,Laura Edwards,Female,1967-09-24,"Sindh, Larkana, 46387 Wayne Isle",2020-08-28,Active,BEN-004240,Female,1967-09-24,False,2020-08-28,False,False,False,False,,False
BEN-004241,Courtney Blackburn,Justin Myers DDS,female,1991-01-12,54650-7887787-9,0333-3879719,Widowed,7,0.0,3895 Anita Ville Apt. 384,Gujranwala,Punjab,PK4545712022005425,Cash Transfer Program,2023-04-01,NGO Referral,Suspended,Female,Suspended,1991-01-12,False,2023-04-01,False,0.0,False,False,False,False,,54650-7887787-9,COURTNEY BLACKBURN,Female,1991-01-12,"3895 Anita Ville Apt. 384, Gujranwala",2020-03-23,Active,BEN-004241,Female,1991-01-12,False,2020-03-23,False,False,False,False,,False
BEN-004242,Becky Frank,James Harris,female,2000-03-16,32313-6580072-9,,Married,6,12000.0,258 Vega Dale,  Sibi,Balochistan,PK0114956874756733,Disability Support Program,2025-07-11,In-Person Center,Active,Female,Active,2000-03-16,False,2025-07-11,False,12000.0,False,True,False,False,phone_missing,32313-6580072-9,Becky Frank,Female,2000-03-16,"258 Vega Dale, Sibi, Balochistan",2017-07-14,Active,BEN-004242,Female,2000-03-16,False,2017-07-14,False,False,False,False,,False
BEN-004243,Erica Pena,Robert Baker,Female,1995-12-05,02500-6248044-3,0303-4632474,Divorced,3,12000.0,989 Malone Alley,  Bahawalpur,Punjab,PK8145223722342565,Elderly Pension Program,2025-09-05,Mobile Registration Van,Active,Female,Active,1995-12-05,False,2025-09-05,False,12000.0,False,False,False,False,,02500-6248044-3,ERICA PENA,Female,1995-12-05,"989 Malone Alley, Bahawalpur, Punjab",2025-08-13,Active,BEN-004243,Female,1995-12-05,False,2025-08-13,False,False,False,False,,False
BEN-004244,justin gregory,Robert Garcia,Male,1969-05-01,88423-9908788-4,0301-7130572,Widowed,6,25000.0,63806 Watkins Ville Suite 277,Larkana  ,Sindh,PK5336634940946771,Widow & Orphan Support Program,2020-09-04,Mobile Registration Van,Suspended,Male,Suspended,1969-05-01,False,2020-09-04,False,25000.0,False,False,False,False,,88423-9908788-4,Justin Gregory,Male,1969-05-01,,2023-02-25,Expired,BEN-004244,Male,1969-05-01,False,2023-02-25,False,True,False,False,address_missing,False
BEN-004245,Richard Hernandez,Jason White,Male,1991-02-24,18145-1372801-6,0300-8033589,Divorced,4,15000.0,7990 Brian Highway Apt. 147,Rawalpindi,Punjab,PK6663209732158175,Cash Transfer Program,2024-08-19,Mobile Registration Van,Active,Male,Active,1991-02-24,False,2024-08-19,False,15000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-004246,Melanie Lawson,George Mcbride,Female,1986-05-01,14016-2056826-0,,Married,7,0.0,9298 Charles Villages Suite 632,Swat,Khyber Pakhtunkhwa,PK7620042825406294,Cash Transfer Program,2022-02-27,Mobile Registration Van,Suspended,Female,Suspended,1986-05-01,False,2022-02-27,False,0.0,False,True,False,False,phone_missing,,,,,,,,,,,,,,,,,,False
BEN-004247,Betty Turner,Kenneth Flores,Female,1949-10-07,99392-1852526-5,0300-0356432,Widowed,1,0.0,7591 Laura Hollow,  Larkana,Sindh,PK4613863275480340,Disability Support Program,2024-10-10,NGO Referral,Inactive,Female,Inactive,1949-10-07,False,2024-10-10,False,0.0,False,False,False,False,,99392-1852526-5,Betty Turner,Female,1949-10-07,"7591 Laura Hollow, Larkana, Sindh",2020-03-14,Active,BEN-004247,Female,1949-10-07,False,2020-03-14,False,False,False,False,,False
BEN-004248,Jennifer Mathis,Brian Ibarra,Female,1949-07-02,09296-7604925-0,0333-2714931,Widowed,6,20000.0,8802 Brandi Garden Apt. 818,Karachi,Sindh,PK3860677529002012,Cash Transfer Program,2024-10-18,Online Portal,Active,Female,Active,1949-07-02,False,2024-10-18,False,20000.0,False,False,False,False,,09296-7604925-0,Jennifer Mathis,Female,1949-07-02,"Sindh, Karachi, 8802 Brandi Garden Apt. 818",2022-01-07,Active,BEN-004248,Female,1949-07-02,False,2022-01-07,False,False,False,False,,False
